"idcompany","country","channel","profile","idcompany-2","registrationdate","planname","paymentfrequency","lastpaidplan","firstpaymentdate","retirementdate","avgmoninvoices","avgmonbilling","users","downloadreports","helprequests"
7803,"COL","Alternativo","Empresario",7803,"2022-01-07","pyme","12",NULL,"2022-01-13",NULL,47,8165,"6","4","7"
7804,"COL","Referido","Independiente",7804,"2021-12-21","pyme","12",NULL,"2021-12-22",NULL,12,7946,"5","5","4"
7805,"COL","Referido","Independiente",7805,"2019-03-25","consulta","6","pyme","2019-04-12","2019-08-31",19,5979,"3","9","8"
7806,"COL","Alternativo","Independiente",7806,"2020-11-19","pyme","6",NULL,"2020-12-02",NULL,78,3274,"1","8","5"
7807,"COL","Referido","Independiente",7807,"2019-12-19","consulta","6","plus","2020-02-03","2020-04-01",1047,6302,"1","4","0"
7808,"COL","Alternativo","Independiente",7808,"2019-01-20","consulta","12","pyme","2019-03-11","2019-04-14",46,3053,"10","8","9"
7809,"COL","Alternativo","Empresario",7809,"2019-05-28","pro","12",NULL,"2019-08-11",NULL,296,6639,"9","4","1"
7810,"COL","Referido","Independiente",7810,"2019-03-17","consulta","6","pyme","2019-05-18","2019-08-05",43,2153,"8","1","9"
7811,"COL","Referido","Independiente",7811,"2019-05-05","consulta","6","pyme","2019-05-06","2019-07-04",9,7517,"3","4","8"
7812,"COL","Alternativo","Empresario",7812,"2022-03-24","pyme","12",NULL,"2022-03-25",NULL,1444,7643,"3","3","8"
7813,"COL","Referido","Contador",7813,"2020-11-30","consulta","12",NULL,NULL,NULL,31,4165,"7","9","4"
7814,"COL","Alternativo","Independiente",7814,"2020-03-02","pyme","6",NULL,"2020-03-03",NULL,897,9178,"5","0","3"
7815,"COL","Alternativo","Empresario",7815,"2021-06-11","consulta","6","pyme","2021-07-11","2022-04-01",47,2739,"6","10","0"
7816,"COL","Referido","Independiente",7816,"2019-06-13","pyme","12",NULL,"2019-07-28",NULL,478,2566,"1","4","9"
7817,"COL","Alternativo","Empresario",7817,"2019-03-14","pyme","12",NULL,"2019-03-15",NULL,24,6588,"3","10","8"
7818,"COL","Referido","Empresario",7818,"2019-12-20","pyme","6",NULL,"2020-03-07",NULL,153,7354,"6","5","0"
7819,"COL","Alternativo","Contador",7819,"2020-04-30","pro","6",NULL,"2020-05-01",NULL,293,7514,"1","0","0"
7820,"COL","Referido","Empresario",7820,"2021-03-24","consulta","6",NULL,NULL,NULL,37,6747,"3","8","10"
7821,"COL","Referido","Empresario",7821,"2019-03-17","pyme","12",NULL,"2019-04-23",NULL,39,8917,"8","0","3"
7822,"COL","Alternativo","Contador",7822,"2021-11-30","pro","12",NULL,"2022-01-16",NULL,0,2571,"3","7","1"
7823,"COL","Alternativo","Independiente",7823,"2021-04-25","pyme","6",NULL,"2021-04-26",NULL,1665,6462,"7","9","10"
7824,"COL","Referido","Contador",7824,"2022-01-31","pyme","12",NULL,"2022-04-08",NULL,1036,8769,"5","4","9"
7825,"COL","Alternativo","Contador",7825,"2020-02-17","pyme","12",NULL,"2020-02-18",NULL,2011,7811,"10","2","3"
7826,"COL","Referido","Empresario",7826,"2019-11-25","pyme","12",NULL,"2019-12-09",NULL,71,1880,"8","5","2"
7827,"COL","Referido","Empresario",7827,"2020-04-02","pyme","12",NULL,"2020-07-05",NULL,39,1551,"3","6","8"
7828,"COL","Referido","Empresario",7828,"2020-04-12","consulta","12",NULL,NULL,NULL,14,1184,"9","10","9"
7829,"COL","Alternativo","Empresario",7829,"2019-03-26","pyme","12",NULL,"2019-07-02",NULL,395,7333,"2","6","1"
7830,"COL","Alternativo","Empresario",7830,"2021-03-22","consulta","12","plus","2021-05-07","2022-06-02",1913,5521,"1","10","3"
7831,"COL","Referido","Independiente",7831,"2019-05-27","pyme","12",NULL,"2019-08-20",NULL,2410,4510,"9","3","0"
7832,"COL","Referido","Independiente",7832,"2022-04-13","pro","6",NULL,"2022-04-19",NULL,11,7383,"2","4","6"
7833,"COL","Alternativo","Independiente",7833,"2021-05-14","plus","6",NULL,"2021-06-09",NULL,2,4353,"9","7","6"
7834,"COL","Referido","Contador",7834,"2019-12-07","pyme","12",NULL,"2019-12-08",NULL,1443,8685,"4","2","10"
7835,"COL","Referido","Independiente",7835,"2021-08-29","consulta","12","pro","2021-11-27","2021-12-27",448,1575,"9","4","3"
7836,"COL","Referido","Independiente",7836,"2020-04-13","pro","12",NULL,"2020-04-14",NULL,776,6294,"2","9","9"
7837,"COL","Alternativo","Independiente",7837,"2019-05-06","pro","12",NULL,"2019-08-04",NULL,1583,3607,"1","10","0"
7838,"COL","Alternativo","Empresario",7838,"2022-02-13","pyme","6",NULL,"2022-02-14",NULL,11,8216,"6","9","2"
7839,"COL","Referido","Independiente",7839,"2019-09-16","pyme","12",NULL,"2019-09-17",NULL,820,8273,"6","3","10"
7840,"COL","Alternativo","Empresario",7840,"2019-11-22","plus","6",NULL,"2020-02-10",NULL,830,9446,"4","3","3"
7841,"COL","Referido","Independiente",7841,"2019-02-22","consulta","12","pyme","2019-02-23","2020-06-11",36,7069,"8","7","0"
7842,"COL","Alternativo","Contador",7842,"2019-10-04","pro","6",NULL,"2019-10-20",NULL,701,6263,"4","2","6"
7843,"COL","Referido","Empresario",7843,"2020-04-14","consulta","12",NULL,NULL,NULL,19,8203,"9","0","10"
7844,"COL","Alternativo","Empresario",7844,"2019-12-08","pyme","12",NULL,"2019-12-09",NULL,73,7856,"9","1","9"
7845,"COL","Referido","Empresario",7845,"2021-03-03","pyme","6",NULL,"2021-03-29",NULL,490,3720,"8","1","2"
7846,"COL","Referido","Contador",7846,"2020-01-15","consulta","12","pro","2020-03-10","2020-05-19",392,8782,"1","1","0"
7847,"COL","Referido","Independiente",7847,"2019-02-28","pyme","6",NULL,"2019-03-01",NULL,1055,3561,"1","10","6"
7848,"COL","Referido","Empresario",7848,"2020-08-08","consulta","6",NULL,NULL,NULL,53,9877,"10","9","5"
7849,"COL","Referido","Independiente",7849,"2019-06-26","plus","6",NULL,"2019-07-15",NULL,294,9255,"1","1","10"
7850,"COL","Alternativo","Independiente",7850,"2021-11-01","plus","6",NULL,"2021-11-03",NULL,8,6017,"6","5","10"
7851,"COL","Referido","Contador",7851,"2019-04-04","plus","12",NULL,"2019-04-05",NULL,1512,2266,"6","9","4"
7852,"COL","Referido","Empresario",7852,"2021-05-01","consulta","12",NULL,NULL,NULL,10,5686,"10","6","5"
7853,"COL","Referido","Empresario",7853,"2021-08-26","pro","6",NULL,"2021-08-27",NULL,127,8717,"4","0","2"
7854,"COL","Referido","Independiente",7854,"2019-07-29","consulta","6","plus","2019-10-18","2019-10-18",322,1903,"5","8","0"
7855,"COL","Alternativo","Empresario",7855,"2020-06-22","pro","6",NULL,"2020-09-21",NULL,257,8526,"10","2","10"
7856,"COL","Alternativo","Empresario",7856,"2020-09-03","pyme","12",NULL,"2020-09-04",NULL,8,7811,"7","4","9"
7857,"COL","Referido","Empresario",7857,"2020-03-04","pro","12",NULL,"2020-03-05",NULL,10,1599,"3","8","7"
7858,"COL","Referido","Independiente",7858,"2021-10-26","pyme","12",NULL,"2021-10-27",NULL,35,3457,"7","4","10"
7859,"COL","Referido","Empresario",7859,"2019-11-02","pyme","6",NULL,"2019-12-26",NULL,218,2189,"6","1","1"
7860,"COL","Alternativo","Independiente",7860,"2019-10-15","pyme","6",NULL,"2019-11-12",NULL,111,8923,"4","1","5"
7861,"COL","Referido","Empresario",7861,"2020-11-10","pyme","6",NULL,"2021-02-14",NULL,14,7592,"2","9","9"
7862,"COL","Alternativo","Contador",7862,"2019-05-24","plus","12",NULL,"2019-07-27",NULL,458,4733,"7","7","8"
7863,"COL","Referido","Contador",7863,"2021-02-21","pro","12",NULL,"2021-05-02",NULL,1406,1058,"4","6","0"
7864,"COL","Alternativo","Contador",7864,"2022-02-25","consulta","6",NULL,NULL,NULL,57,6757,"2","2","10"
7865,"COL","Referido","Independiente",7865,"2021-02-22","pyme","12",NULL,"2021-03-11",NULL,346,1761,"1","4","9"
7866,"COL","Alternativo","Contador",7866,"2020-06-28","pyme","12",NULL,"2020-06-29",NULL,155,6305,"3","0","9"
7867,"COL","Alternativo","Empresario",7867,"2021-01-06","consulta","6",NULL,NULL,NULL,6,9354,"10","8","4"
7868,"COL","Referido","Independiente",7868,"2020-11-13","pro","6",NULL,"2020-11-14",NULL,40,1620,"9","7","0"
7869,"COL","Alternativo","Contador",7869,"2020-03-18","consulta","12","pyme","2020-08-09","2020-10-28",23,1860,"3","10","7"
7870,"COL","Referido","Independiente",7870,"2019-01-08","pro","12",NULL,"2019-02-03",NULL,48,6755,"6","0","5"
7871,"COL","Alternativo","Contador",7871,"2021-04-23","plus","12",NULL,"2021-04-24",NULL,12,3326,"4","8","6"
7872,"COL","Alternativo","Empresario",7872,"2021-09-23","pyme","12",NULL,"2021-11-09",NULL,107,3261,"4","9","9"
7873,"COL","Alternativo","Empresario",7873,"2020-06-14","pyme","12",NULL,"2020-06-15",NULL,41,3752,"1","6","0"
7874,"COL","Referido","Independiente",7874,"2021-07-07","pyme","6",NULL,"2021-12-01",NULL,227,3534,"10","2","2"
7875,"COL","Alternativo","Independiente",7875,"2021-02-25","pyme","6",NULL,"2021-06-26",NULL,4,4324,"4","1","7"
7876,"COL","Alternativo","Contador",7876,"2020-10-27","plus","6",NULL,"2021-01-09",NULL,49,2502,"3","8","3"
7877,"COL","Alternativo","Empresario",7877,"2019-04-24","pyme","12",NULL,"2019-05-28",NULL,704,4654,"10","4","8"
7878,"COL","Referido","Independiente",7878,"2021-03-09","consulta","6","pro","2021-03-26","2021-09-15",445,7673,"2","8","9"
7879,"COL","Alternativo","Empresario",7879,"2021-07-01","pro","6",NULL,"2021-07-02",NULL,2169,8349,"8","9","9"
7880,"COL","Referido","Independiente",7880,"2020-10-05","consulta","6","pyme","2020-10-06","2021-05-14",13,1117,"4","3","4"
7881,"COL","Alternativo","Empresario",7881,"2020-02-12","consulta","12","plus","2020-03-22","2020-03-22",1863,5105,"5","4","4"
7882,"COL","Referido","Empresario",7882,"2020-10-24","pro","12",NULL,"2020-12-06",NULL,652,4706,"3","9","7"
7883,"COL","Alternativo","Contador",7883,"2021-11-28","pyme","6",NULL,"2021-11-29",NULL,2501,5243,"5","6","2"
7884,"COL","Referido","Independiente",7884,"2019-07-27","consulta","12","pro","2019-07-28","2019-07-28",101,4142,"7","3","4"
7885,"COL","Referido","Empresario",7885,"2019-07-30","pro","12",NULL,"2019-08-12",NULL,206,3042,"2","8","1"
7886,"COL","Alternativo","Independiente",7886,"2019-03-25","pyme","12",NULL,"2019-05-12",NULL,2854,3511,"2","1","7"
7887,"COL","Referido","Independiente",7887,"2019-08-07","pyme","6",NULL,"2019-08-08",NULL,54,4034,"5","0","9"
7888,"COL","Referido","Independiente",7888,"2020-02-12","plus","6",NULL,"2020-02-14",NULL,603,6343,"4","6","10"
7889,"COL","Referido","Empresario",7889,"2019-02-25","consulta","6","pyme","2019-03-27","2019-03-27",14,3127,"8","2","2"
7890,"COL","Alternativo","Contador",7890,"2021-03-23","consulta","6",NULL,NULL,NULL,69,9447,"3","6","6"
7891,"COL","Alternativo","Empresario",7891,"2019-01-19","consulta","12","pyme","2019-04-01","2020-02-02",37,2399,"10","8","9"
7892,"COL","Alternativo","Contador",7892,"2020-01-02","pro","6",NULL,"2020-03-08",NULL,632,5951,"9","2","6"
7893,"COL","Referido","Empresario",7893,"2020-04-13","consulta","6","pyme","2020-06-25","2021-12-30",46,2841,"1","6","7"
7894,"COL","Alternativo","Independiente",7894,"2021-07-13","consulta","12","plus","2021-09-21","2022-01-23",2837,5267,"5","8","5"
7895,"COL","Referido","Independiente",7895,"2020-10-19","pyme","6",NULL,"2020-10-23",NULL,33,5153,"8","7","5"
7896,"COL","Referido","Empresario",7896,"2021-04-28","consulta","6",NULL,NULL,NULL,37,5985,"3","3","8"
7897,"COL","Referido","Independiente",7897,"2020-01-09","pyme","12",NULL,"2020-04-02",NULL,23,5831,"3","9","2"
7898,"COL","Referido","Independiente",7898,"2020-01-01","pro","6",NULL,"2020-01-29",NULL,582,4861,"3","9","8"
7899,"COL","Referido","Empresario",7899,"2021-02-23","consulta","6","plus","2021-03-12","2021-08-05",1398,2119,"5","8","8"
7900,"COL","Referido","Empresario",7900,"2020-10-22","pyme","6",NULL,"2020-11-28",NULL,340,8836,"1","8","10"
7901,"COL","Alternativo","Empresario",7901,"2020-06-25","consulta","12","pro","2020-08-18","2020-09-24",216,9900,"4","6","3"
7902,"COL","Alternativo","Independiente",7902,"2021-10-09","pyme","6",NULL,"2021-10-10",NULL,26,4040,"6","3","9"
7903,"COL","Alternativo","Independiente",7903,"2020-03-01","pyme","6",NULL,"2020-05-11",NULL,2425,7892,"5","0","0"
7904,"COL","Referido","Empresario",7904,"2019-05-30","pro","6",NULL,"2019-08-20",NULL,629,4585,"6","8","5"
7905,"COL","Referido","Contador",7905,"2021-09-16","pyme","12",NULL,"2021-11-03",NULL,1216,5787,"8","6","2"
7906,"COL","Referido","Empresario",7906,"2020-06-22","pyme","6",NULL,"2020-06-28",NULL,175,5518,"3","1","7"
7907,"COL","Alternativo","Independiente",7907,"2019-12-27","plus","12",NULL,"2020-03-24",NULL,341,2465,"1","6","0"
7908,"COL","Alternativo","Contador",7908,"2020-02-23","pyme","6",NULL,"2020-02-24",NULL,28,4592,"9","4","6"
7909,"COL","Referido","Contador",7909,"2020-09-29","consulta","12",NULL,NULL,NULL,10,1915,"10","2","1"
7910,"COL","Alternativo","Empresario",7910,"2020-03-19","pyme","6",NULL,"2020-05-02",NULL,366,1330,"2","8","4"
7911,"COL","Referido","Independiente",7911,"2019-12-04","pyme","6",NULL,"2020-02-01",NULL,123,3808,"4","1","1"
7912,"COL","Referido","Independiente",7912,"2022-02-27","pyme","12",NULL,"2022-02-28",NULL,22,6044,"9","3","9"
7913,"COL","Referido","Independiente",7913,"2020-09-21","pyme","6",NULL,"2020-10-05",NULL,19,4199,"3","5","6"
7914,"COL","Referido","Empresario",7914,"2021-06-26","consulta","12","pyme","2021-07-22","2022-02-14",30,3991,"2","10","8"
7915,"COL","Alternativo","Empresario",7915,"2019-02-20","pyme","6",NULL,"2019-04-17",NULL,215,6019,"3","3","8"
7916,"COL","Alternativo","Independiente",7916,"2019-12-17","pyme","6",NULL,"2019-12-31",NULL,435,2872,"6","3","10"
7917,"COL","Alternativo","Independiente",7917,"2021-05-10","pyme","6",NULL,"2021-05-24",NULL,160,2492,"8","10","7"
7918,"COL","Alternativo","Independiente",7918,"2019-07-21","pro","12",NULL,"2019-09-28",NULL,14,1364,"5","9","9"
7919,"COL","Alternativo","Independiente",7919,"2022-02-21","pro","12",NULL,"2022-06-09",NULL,421,5839,"7","3","6"
7920,"COL","Referido","Empresario",7920,"2021-03-17","consulta","12","plus","2021-08-14","2023-06-11",791,8790,"3","8","10"
7921,"COL","Alternativo","Independiente",7921,"2019-07-09","plus","6",NULL,"2019-07-10",NULL,293,7985,"4","0","1"
7922,"COL","Referido","Contador",7922,"2020-05-01","pyme","12",NULL,"2020-05-14",NULL,192,8123,"4","9","4"
7923,"COL","Referido","Independiente",7923,"2021-05-29","pro","12",NULL,"2021-05-30",NULL,41,1527,"2","6","9"
7924,"COL","Referido","Independiente",7924,"2022-02-16","pro","6",NULL,"2022-05-31",NULL,34,8623,"10","1","8"
7925,"COL","Alternativo","Contador",7925,"2019-07-22","consulta","6",NULL,NULL,NULL,16,7728,"4","10","4"
7926,"COL","Alternativo","Empresario",7926,"2020-04-19","pyme","12",NULL,"2020-04-20",NULL,37,6590,"8","5","0"
7927,"COL","Alternativo","Empresario",7927,"2020-11-05","consulta","12","pyme","2020-11-06","2021-10-20",6,5569,"7","3","9"
7928,"COL","Referido","Empresario",7928,"2020-01-20","pyme","12",NULL,"2020-03-18",NULL,2482,8061,"9","8","0"
7929,"COL","Alternativo","Contador",7929,"2021-02-19","pro","12",NULL,"2021-05-12",NULL,286,6466,"5","9","7"
7930,"COL","Alternativo","Empresario",7930,"2020-12-25","consulta","6",NULL,NULL,NULL,3,3895,"10","3","9"
7931,"COL","Alternativo","Empresario",7931,"2022-04-08","consulta","6",NULL,NULL,NULL,43,3352,"3","7","4"
7932,"COL","Referido","Independiente",7932,"2020-10-30","pyme","6",NULL,"2021-02-07",NULL,1519,7951,"10","6","3"
7933,"COL","Alternativo","Contador",7933,"2019-09-11","pyme","12",NULL,"2019-10-31",NULL,248,4687,"1","0","8"
7934,"COL","Referido","Empresario",7934,"2019-11-09","consulta","6","pyme","2020-01-11","2021-01-06",16,4307,"7","0","10"
7935,"COL","Referido","Independiente",7935,"2020-01-29","pyme","12",NULL,"2020-01-30",NULL,5,1472,"9","10","2"
7936,"COL","Referido","Independiente",7936,"2020-05-18","pyme","6",NULL,"2020-09-20",NULL,113,4534,"4","10","3"
7937,"COL","Alternativo","Empresario",7937,"2019-04-17","pyme","6",NULL,"2019-08-07",NULL,377,1716,"6","10","4"
7938,"COL","Alternativo","Independiente",7938,"2022-02-03","consulta","12",NULL,NULL,NULL,41,6569,"4","4","5"
7939,"COL","Alternativo","Empresario",7939,"2021-11-02","pyme","12",NULL,"2022-01-18",NULL,7,4745,"8","2","4"
7940,"COL","Referido","Contador",7940,"2019-03-05","pyme","6",NULL,"2019-03-24",NULL,2398,9622,"9","1","6"
7941,"COL","Alternativo","Empresario",7941,"2021-11-03","pyme","12",NULL,"2021-11-04",NULL,398,7249,"10","7","2"
7942,"COL","Alternativo","Independiente",7942,"2019-02-15","consulta","6",NULL,NULL,NULL,17,9266,"8","9","6"
7943,"COL","Referido","Independiente",7943,"2019-12-08","consulta","6","plus","2020-02-07","2021-05-15",392,8841,"6","3","7"
7944,"COL","Referido","Empresario",7944,"2019-07-15","pyme","6",NULL,"2019-07-18",NULL,402,6536,"6","7","2"
7945,"COL","Referido","Independiente",7945,"2019-01-14","pro","12",NULL,"2019-01-15",NULL,2654,4977,"8","0","2"
7946,"COL","Alternativo","Empresario",7946,"2021-12-09","pyme","6",NULL,"2021-12-10",NULL,43,4178,"10","6","7"
7947,"COL","Referido","Contador",7947,"2019-06-25","pyme","6",NULL,"2019-08-06",NULL,9,7321,"10","7","5"
7948,"COL","Referido","Empresario",7948,"2020-12-22","consulta","6","plus","2020-12-23","2021-04-06",1176,2453,"7","7","10"
7949,"COL","Referido","Independiente",7949,"2021-10-07","plus","12",NULL,"2021-12-07",NULL,423,4201,"6","2","2"
7950,"COL","Referido","Contador",7950,"2021-12-02","pyme","12",NULL,"2022-01-26",NULL,752,1754,"9","8","10"
7951,"COL","Alternativo","Empresario",7951,"2020-02-25","plus","6",NULL,"2020-04-18",NULL,260,5111,"8","4","6"
7952,"COL","Referido","Contador",7952,"2020-10-06","consulta","6","pyme","2020-10-11","2020-12-07",36,3742,"1","6","7"
7953,"COL","Referido","Independiente",7953,"2021-06-19","consulta","12","pyme","2021-10-09","2021-12-01",47,8253,"5","10","9"
7954,"COL","Alternativo","Contador",7954,"2019-09-28","pyme","12",NULL,"2020-01-14",NULL,1395,1290,"6","0","5"
7955,"COL","Referido","Independiente",7955,"2021-10-22","pyme","12",NULL,"2021-11-17",NULL,82,7707,"5","8","8"
7956,"COL","Referido","Independiente",7956,"2021-11-22","pyme","12",NULL,"2021-11-23",NULL,205,5832,"4","0","9"
7957,"COL","Referido","Independiente",7957,"2021-07-13","pyme","12",NULL,"2021-08-30",NULL,224,1347,"3","5","0"
7958,"COL","Alternativo","Independiente",7958,"2019-01-22","pyme","12",NULL,"2019-03-03",NULL,189,8144,"7","2","5"
7959,"COL","Alternativo","Independiente",7959,"2020-03-31","pyme","6",NULL,"2020-04-01",NULL,417,3125,"6","8","9"
7960,"COL","Alternativo","Empresario",7960,"2021-04-10","consulta","6","plus","2021-07-15","2021-07-15",149,4881,"5","2","1"
7961,"COL","Referido","Independiente",7961,"2020-11-20","pyme","6",NULL,"2020-11-21",NULL,15,8753,"9","6","4"
7962,"COL","Referido","Empresario",7962,"2020-07-04","consulta","6",NULL,NULL,NULL,11,4731,"9","2","5"
7963,"COL","Referido","Empresario",7963,"2019-08-21","pyme","6",NULL,"2019-08-22",NULL,89,3592,"5","10","2"
7964,"COL","Alternativo","Empresario",7964,"2019-09-11","pyme","6",NULL,"2019-11-29",NULL,2974,7398,"9","3","10"
7965,"COL","Referido","Empresario",7965,"2019-09-28","pyme","6",NULL,"2019-10-29",NULL,231,1768,"7","7","10"
7966,"COL","Alternativo","Independiente",7966,"2019-09-19","pro","12",NULL,"2019-11-22",NULL,1438,7553,"10","0","8"
7967,"COL","Referido","Empresario",7967,"2021-03-17","pro","12",NULL,"2021-03-18",NULL,1229,5878,"4","9","6"
7968,"COL","Referido","Empresario",7968,"2020-05-27","pro","12",NULL,"2020-08-17",NULL,461,1571,"7","2","6"
7969,"COL","Alternativo","Empresario",7969,"2019-04-13","pyme","6",NULL,"2019-07-01",NULL,141,4310,"10","9","9"
7970,"COL","Alternativo","Empresario",7970,"2021-08-24","plus","6",NULL,"2021-09-21",NULL,1748,8014,"5","2","3"
7971,"COL","Alternativo","Contador",7971,"2021-11-01","pyme","12",NULL,"2021-12-01",NULL,37,8026,"8","5","2"
7972,"COL","Alternativo","Empresario",7972,"2021-05-23","consulta","12","pro","2021-08-14","2021-09-25",166,1435,"1","4","1"
7973,"COL","Alternativo","Empresario",7973,"2019-02-15","consulta","6","pro","2019-03-01","2019-04-01",433,5507,"8","7","3"
7974,"COL","Alternativo","Contador",7974,"2019-04-28","consulta","12","plus","2019-06-24","2021-02-05",1170,7166,"7","8","10"
7975,"COL","Alternativo","Independiente",7975,"2020-07-27","pyme","12",NULL,"2020-08-25",NULL,1860,9685,"1","6","5"
7976,"COL","Alternativo","Contador",7976,"2019-10-17","consulta","6",NULL,NULL,NULL,45,3942,"8","1","1"
7977,"COL","Alternativo","Empresario",7977,"2019-09-17","pyme","6",NULL,"2019-12-08",NULL,0,3015,"7","8","4"
7978,"COL","Alternativo","Independiente",7978,"2022-01-19","pyme","12",NULL,"2022-01-20",NULL,2763,8192,"4","7","4"
7979,"COL","Alternativo","Empresario",7979,"2020-09-16","pyme","6",NULL,"2020-10-07",NULL,482,4227,"10","1","3"
7980,"COL","Alternativo","Contador",7980,"2021-03-29","pyme","12",NULL,"2021-04-22",NULL,7,1647,"4","2","8"
7981,"COL","Alternativo","Contador",7981,"2020-06-20","pyme","6",NULL,"2020-09-17",NULL,1390,6176,"8","3","8"
7982,"COL","Referido","Independiente",7982,"2021-04-26","consulta","6","pro","2021-04-27","2021-06-06",252,9715,"8","1","8"
7983,"COL","Referido","Empresario",7983,"2019-09-07","pro","12",NULL,"2019-09-08",NULL,172,6222,"10","0","0"
7984,"COL","Alternativo","Empresario",7984,"2020-11-03","pyme","6",NULL,"2020-12-02",NULL,2489,4332,"10","6","1"
7985,"COL","Alternativo","Contador",7985,"2020-06-15","pyme","6",NULL,"2020-07-18",NULL,14,2476,"6","10","4"
7986,"COL","Alternativo","Independiente",7986,"2020-10-18","consulta","12","pro","2020-10-19","2020-12-06",188,1522,"2","8","10"
7987,"COL","Referido","Empresario",7987,"2020-07-12","pro","6",NULL,"2020-11-12",NULL,10,9216,"9","9","4"
7988,"COL","Referido","Independiente",7988,"2019-09-18","consulta","12",NULL,NULL,NULL,29,4016,"7","0","9"
7989,"COL","Referido","Empresario",7989,"2020-06-08","pyme","6",NULL,"2020-06-09",NULL,1566,4871,"5","2","1"
7990,"COL","Alternativo","Contador",7990,"2020-11-10","consulta","12","pyme","2021-02-15","2021-04-12",36,6576,"7","8","7"
7991,"COL","Alternativo","Empresario",7991,"2020-01-10","pyme","6",NULL,"2020-05-01",NULL,336,8106,"9","7","4"
7992,"COL","Referido","Independiente",7992,"2020-03-08","consulta","6","plus","2020-06-03","2020-07-26",2914,4394,"1","6","4"
7993,"COL","Referido","Independiente",7993,"2019-02-01","pyme","12",NULL,"2019-06-10",NULL,834,6163,"1","6","6"
7994,"COL","Alternativo","Independiente",7994,"2021-02-06","pyme","6",NULL,"2021-02-22",NULL,7,8353,"2","7","0"
7995,"COL","Referido","Empresario",7995,"2020-01-24","pyme","6",NULL,"2020-07-09",NULL,258,3497,"2","1","4"
7996,"COL","Referido","Empresario",7996,"2019-04-15","consulta","12",NULL,NULL,NULL,64,2222,"9","8","5"
7997,"COL","Alternativo","Independiente",7997,"2019-11-26","pyme","12",NULL,"2019-11-27",NULL,30,3008,"1","8","0"
7998,"COL","Referido","Empresario",7998,"2019-09-06","pyme","12",NULL,"2019-10-31",NULL,28,4377,"5","6","1"
7999,"COL","Alternativo","Independiente",7999,"2021-02-12","pyme","6",NULL,"2021-04-08",NULL,3,9031,"8","0","8"
8000,"COL","Referido","Empresario",8000,"2021-02-22","plus","12",NULL,"2021-03-13",NULL,15,4932,"8","4","5"
8001,"COL","Referido","Independiente",8001,"2021-07-14","pyme","12",NULL,"2021-07-15",NULL,1544,8689,"8","6","2"
8002,"COL","Alternativo","Independiente",8002,"2019-02-24","pyme","12",NULL,"2019-03-14",NULL,802,5549,"1","4","8"
8003,"COL","Referido","Empresario",8003,"2020-05-21","consulta","12","pyme","2020-06-29","2020-11-01",29,6387,"8","8","0"
8004,"COL","Alternativo","Contador",8004,"2020-07-17","plus","6",NULL,"2020-09-07",NULL,17,2390,"5","5","10"
8005,"COL","Alternativo","Empresario",8005,"2021-12-06","pyme","6",NULL,"2021-12-07",NULL,193,3158,"7","0","8"
8006,"COL","Referido","Empresario",8006,"2019-01-18","pyme","12",NULL,"2019-06-04",NULL,29,2362,"6","8","4"
8007,"COL","Alternativo","Independiente",8007,"2020-06-19","consulta","6",NULL,NULL,NULL,25,3193,"5","9","4"
8008,"COL","Alternativo","Empresario",8008,"2021-12-27","consulta","6",NULL,NULL,NULL,48,6496,"6","2","7"
8009,"COL","Alternativo","Independiente",8009,"2020-07-10","pyme","12",NULL,"2020-08-09",NULL,157,5588,"2","6","9"
8010,"COL","Referido","Independiente",8010,"2019-01-24","pyme","6",NULL,"2019-03-12",NULL,1953,5950,"5","6","6"
8011,"COL","Referido","Independiente",8011,"2020-03-08","pyme","12",NULL,"2020-04-23",NULL,20,3420,"7","5","0"
8012,"COL","Alternativo","Empresario",8012,"2019-02-15","pyme","6",NULL,"2019-03-15",NULL,169,9633,"5","8","9"
8013,"COL","Alternativo","Independiente",8013,"2021-01-14","pyme","6",NULL,"2021-01-15",NULL,192,5518,"6","4","4"
8014,"COL","Referido","Contador",8014,"2021-02-16","pro","6",NULL,"2021-02-17",NULL,454,5823,"8","6","8"
8015,"COL","Alternativo","Empresario",8015,"2021-12-01","pyme","6",NULL,"2021-12-20",NULL,257,9814,"10","0","7"
8016,"COL","Alternativo","Independiente",8016,"2019-01-03","pro","6",NULL,"2019-02-20",NULL,23,1620,"1","7","8"
8017,"COL","Referido","Empresario",8017,"2019-11-13","pyme","12",NULL,"2019-12-31",NULL,457,6765,"10","8","8"
8018,"COL","Referido","Contador",8018,"2020-11-30","pro","12",NULL,"2020-12-21",NULL,39,6844,"3","0","0"
8019,"COL","Referido","Independiente",8019,"2022-03-02","consulta","12",NULL,NULL,NULL,4,4347,"9","10","4"
8020,"COL","Alternativo","Empresario",8020,"2022-02-17","plus","6",NULL,"2022-04-07",NULL,263,1050,"7","1","5"
8021,"COL","Alternativo","Contador",8021,"2020-11-10","pro","6",NULL,"2021-02-18",NULL,2500,7918,"4","4","4"
8022,"COL","Referido","Empresario",8022,"2020-03-23","pro","12",NULL,"2020-03-30",NULL,14,4417,"9","5","5"
8023,"COL","Alternativo","Contador",8023,"2021-03-11","pyme","12",NULL,"2021-03-26",NULL,347,2420,"6","4","2"
8024,"COL","Alternativo","Independiente",8024,"2021-07-26","pyme","12",NULL,"2021-08-29",NULL,465,4201,"7","5","9"
